"MONATSZAHL","AUSPRAEGUNG","JAHR","MONAT","WERT","VORJAHRESWERT","VERAEND_VORMONAT_PROZENT","VERAEND_VORJAHRESMONAT_PROZENT","ZWOELF_MONATE_MITTELWERT"
"Haushalte nach Kinderzahl","mit 1 Kind",2014,"201402",72260,70986,0.11,1.79,71313
"Haushalte nach Kinderzahl","mit 1 Kind",2014,"201403",72345,70954,0.12,1.96,71429
"Haushalte nach Kinderzahl","mit 1 Kind",2014,"201404",72406,70776,0.08,2.3,71564
"Haushalte nach Kinderzahl","mit 1 Kind",2014,"201405",72451,70766,0.06,2.38,71705
"Haushalte nach Kinderzahl","mit 1 Kind",2014,"201406",72567,70814,0.16,2.48,71851
"Haushalte nach Kinderzahl","mit 1 Kind",2014,"201407",72737,71002,0.23,2.44,71995
"Haushalte nach Kinderzahl","mit 1 Kind",2014,"201408",72669,71163,-0.09,2.12,72121
"Haushalte nach Kinderzahl","mit 1 Kind",2014,"201409",72852,71331,0.25,2.13,72248
"Haushalte nach Kinderzahl","mit 1 Kind",2014,"201410",72945,71398,0.13,2.17,72377
"Haushalte nach Kinderzahl","mit 1 Kind",2014,"201411",73057,71502,0.15,2.17,72506
"Haushalte nach Kinderzahl","mit 1 Kind",2014,"201412",73124,71603,0.09,2.12,72633
"Haushalte nach Kinderzahl","mit 1 Kind",2013,"201301",70922,69308,-0.1,2.33,70121
"Haushalte nach Kinderzahl","mit 1 Kind",2013,"201302",70986,69399,0.09,2.29,70254
"Haushalte nach Kinderzahl","mit 1 Kind",2013,"201303",70954,69547,-0.05,2.02,70371
"Haushalte nach Kinderzahl","mit 1 Kind",2013,"201304",70776,69632,-0.25,1.64,70466
"Haushalte nach Kinderzahl","mit 1 Kind",2013,"201305",70766,69900,-0.01,1.24,70538
"Haushalte nach Kinderzahl","mit 1 Kind",2013,"201306",70814,69820,0.07,1.42,70621
"Haushalte nach Kinderzahl","mit 1 Kind",2013,"201307",71002,69903,0.27,1.57,70713
"Haushalte nach Kinderzahl","mit 1 Kind",2013,"201308",71163,70018,0.23,1.64,70808
"Haushalte nach Kinderzahl","mit 1 Kind",2013,"201309",71331,70195,0.24,1.62,70903
"Haushalte nach Kinderzahl","mit 1 Kind",2013,"201310",71398,70291,0.09,1.57,70995
"Haushalte nach Kinderzahl","mit 1 Kind",2013,"201311",71502,70834,0.15,0.94,71051
"Haushalte nach Kinderzahl","mit 1 Kind",2013,"201312",71603,70995,0.14,0.86,71101
"Haushalte nach Kinderzahl","mit 1 Kind",2012,"201201",69308,,,,69308
"Haushalte nach Kinderzahl","mit 1 Kind",2012,"201202",69399,,0.13,,69354
"Haushalte nach Kinderzahl","mit 1 Kind",2012,"201203",69547,,0.21,,69418
"Haushalte nach Kinderzahl","mit 1 Kind",2012,"201204",69632,,0.12,,69472
"Haushalte nach Kinderzahl","mit 1 Kind",2012,"201205",69900,,0.38,,69557
"Haushalte nach Kinderzahl","mit 1 Kind",2012,"201206",69820,,-0.11,,69601
"Haushalte nach Kinderzahl","mit 1 Kind",2012,"201207",69903,,0.12,,69644
"Haushalte nach Kinderzahl","mit 1 Kind",2012,"201208",70018,,0.16,,69691
"Haushalte nach Kinderzahl","mit 1 Kind",2012,"201209",70195,,0.25,,69747
"Haushalte nach Kinderzahl","mit 1 Kind",2012,"201210",70291,,0.14,,69801
"Haushalte nach Kinderzahl","mit 1 Kind",2012,"201211",70834,,0.77,,69895
"Haushalte nach Kinderzahl","mit 1 Kind",2012,"201212",70995,,0.23,,69987
