"MONATSZAHL","AUSPRAEGUNG","JAHR","MONAT","WERT","VORJAHRESWERT","VERAEND_VORMONAT_PROZENT","VERAEND_VORJAHRESMONAT_PROZENT","ZWOELF_MONATE_MITTELWERT"
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2024,"202408",1073166,1038462,0.1,3.34,1059626
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2024,"202409",1076694,1042006,0.33,3.33,1062517
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2024,"202410",1081569,1047217,0.45,3.28,1065380
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2024,"202411",1084988,1050896,0.32,3.24,1068221
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2024,"202412",1085872,1053351,0.08,3.09,1070931
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2023,"202301",1032254,976862,0.3,5.67,1011981
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2023,"202302",1034942,981456,0.26,5.45,1016438
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2023,"202303",1037683,994788,0.26,4.31,1020013
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2023,"202304",1040723,1002192,0.29,3.84,1023224
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2023,"202305",1031942,1006593,-0.84,2.52,1025336
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2023,"202306",1034081,1010041,0.21,2.38,1027339
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2023,"202307",1036702,1013830,0.25,2.26,1029245
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2023,"202308",1038462,1011964,0.17,2.62,1031454
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2023,"202309",1042006,1015724,0.34,2.59,1033644
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2023,"202310",1047217,1020690,0.5,2.6,1035854
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2023,"202311",1050896,1025041,0.35,2.52,1038009
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2023,"202312",1053351,1029198,0.23,2.35,1040022
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2022,"202201",976862,947042,0.31,3.15,962859
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2022,"202202",981456,948905,0.47,3.43,965571
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2022,"202203",994788,950961,1.36,4.61,969223
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2022,"202204",1002192,954117,0.74,5.04,973230
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2022,"202205",1006593,956628,0.44,5.22,977393
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2022,"202206",1010041,959220,0.34,5.3,981629
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2022,"202207",1013830,961686,0.38,5.42,985974
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2022,"202208",1011964,963397,-0.18,5.04,990021
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2022,"202209",1015724,967554,0.37,4.98,994035
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2022,"202210",1020690,969152,0.49,5.32,998330
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2022,"202211",1025041,971998,0.43,5.46,1002750
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2022,"202212",1029198,973823,0.41,5.69,1007365
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2021,"202101",947042,928078,0.21,2.04,936902
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2021,"202102",948905,930094,0.2,2.02,938470
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2021,"202103",950961,931376,0.22,2.1,940102
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2021,"202104",954117,931876,0.33,2.39,941955
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2021,"202105",956628,931570,0.26,2.69,944043
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2021,"202106",959220,932649,0.27,2.85,946258
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2021,"202107",961686,934503,0.26,2.91,948523
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2021,"202108",963397,935515,0.18,2.98,950846
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2021,"202109",967554,937748,0.43,3.18,953330
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2021,"202110",969152,941409,0.17,2.95,955642
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2021,"202111",971998,943997,0.29,2.97,957976
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2021,"202112",973823,945047,0.19,3.04,960374
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2020,"202001",928078,896669,0.38,3.5,912865
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2020,"202002",930094,898960,0.22,3.46,915459
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2020,"202003",931376,901206,0.14,3.35,917973
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2020,"202004",931876,905458,0.05,2.92,920175
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2020,"202005",931570,906522,-0.03,2.76,922262
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2020,"202006",932649,908108,0.12,2.7,924307
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2020,"202007",934503,910365,0.2,2.65,926319
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2020,"202008",935515,911596,0.11,2.62,928312
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2020,"202009",937748,915608,0.24,2.42,930157
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2020,"202010",941409,920531,0.39,2.27,931897
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2020,"202011",943997,923336,0.27,2.24,933619
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2020,"202012",945047,924607,0.11,2.21,935322
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2019,"201901",896669,868726,0.32,3.22,883408
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2019,"201902",898960,870862,0.26,3.23,885963
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2019,"201903",901206,872907,0.25,3.24,888535
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2019,"201904",905458,875272,0.47,3.45,891279
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2019,"201905",906522,,0.12,,892550
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2019,"201906",908108,878992,0.17,3.31,894976
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2019,"201907",910365,880713,0.25,3.37,897447
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2019,"201908",911596,881916,0.14,3.37,899920
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2019,"201909",915608,884910,0.44,3.47,902479
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2019,"201910",920531,889111,0.54,3.53,905097
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2019,"201911",923336,892357,0.3,3.47,907678
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2019,"201912",924607,893782,0.14,3.45,910247
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2018,"201801",868726,867085,0.23,0.19,870678
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2018,"201802",870862,868599,0.25,0.26,870866
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2018,"201803",872907,870594,0.23,0.27,871059
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2018,"201804",875272,872786,0.27,0.28,871266
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2018,"201805",,874652,,,
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2018,"201806",878992,875752,,0.37,871253
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2018,"201807",880713,874817,0.2,0.67,871789
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2018,"201808",881916,872136,0.14,1.12,872678
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2018,"201809",884910,866671,0.34,2.1,874336
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2018,"201810",889111,868657,0.47,2.35,876195
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2018,"201811",892357,868050,0.37,2.8,878405
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2018,"201812",893782,866691,0.16,3.13,880868
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2017,"201701",867085,840566,0.27,3.15,855138
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2017,"201702",868599,842856,0.17,3.05,857283
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2017,"201703",870594,844627,0.23,3.07,859447
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2017,"201704",872786,846978,0.25,3.05,861598
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2017,"201705",874652,848811,0.21,3.04,863751
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2017,"201706",875752,850771,0.13,2.94,865833
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2017,"201707",874817,854109,-0.11,2.42,867559
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2017,"201708",872136,855610,-0.31,1.93,868936
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2017,"201709",866671,858733,-0.63,0.92,869597
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2017,"201710",868657,862712,0.23,0.69,870093
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2017,"201711",868050,864580,-0.07,0.4,870382
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2017,"201712",866691,864782,-0.16,0.22,870541
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2016,"201601",840566,804608,0.45,4.47,822744
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2016,"201602",842856,806431,0.27,4.52,825779
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2016,"201603",844627,809152,0.21,4.38,828735
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2016,"201604",846978,811990,0.28,4.31,831651
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2016,"201605",848811,814512,0.22,4.21,834509
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2016,"201606",850771,817475,0.23,4.07,837284
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2016,"201607",854109,819867,0.39,4.18,840137
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2016,"201608",855610,822796,0.18,3.99,842872
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2016,"201609",858733,827493,0.37,3.78,845475
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2016,"201610",862712,831687,0.46,3.73,848061
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2016,"201611",864580,834142,0.22,3.65,850597
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2016,"201612",864782,836813,0.02,3.34,852928
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2015,"201501",804608,772144,0.41,4.2,789799
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2015,"201502",806431,774674,0.23,4.1,792445
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2015,"201503",809152,777308,0.34,4.1,795099
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2015,"201504",811990,780388,0.35,4.05,797733
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2015,"201505",814512,782710,0.31,4.06,800383
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2015,"201506",817475,785077,0.36,4.13,803083
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2015,"201507",819867,787746,0.29,4.08,805759
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2015,"201508",822796,790231,0.36,4.12,808473
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2015,"201509",827493,794525,0.57,4.15,811220
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2015,"201510",831687,798376,0.51,4.17,813996
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2015,"201511",834142,800583,0.3,4.19,816793
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2015,"201512",836813,801361,0.32,4.42,819747
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2014,"201401",772144,741926,0.34,4.07,757817
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2014,"201402",774674,743804,0.33,4.15,760390
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2014,"201403",777308,745847,0.34,4.22,763011
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2014,"201404",780388,749291,0.4,4.15,765603
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2014,"201405",782710,751022,0.3,4.22,768243
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2014,"201406",785077,753073,0.3,4.25,770910
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2014,"201407",787746,755882,0.34,4.22,773566
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2014,"201408",790231,757892,0.32,4.27,776261
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2014,"201409",794525,761629,0.54,4.32,779002
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2014,"201410",798376,765655,0.48,4.27,781729
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2014,"201411",800583,768066,0.28,4.23,784438
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2014,"201412",801361,769499,0.1,4.14,787094
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2013,"201301",741926,714513,0.38,3.84,729507
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2013,"201302",743804,716322,0.25,3.84,731797
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2013,"201303",745847,718989,0.27,3.74,734035
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2013,"201304",749291,721562,0.46,3.84,736346
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2013,"201305",751022,725021,0.23,3.59,738513
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2013,"201306",753073,725659,0.27,3.78,740797
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2013,"201307",755882,728507,0.37,3.76,743078
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2013,"201308",757892,729956,0.27,3.83,745406
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2013,"201309",761629,732638,0.49,3.96,747822
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2013,"201310",765655,736421,0.53,3.97,750259
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2013,"201311",768066,737979,0.31,4.08,752766
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2013,"201312",769499,739102,0.19,4.11,755299
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2012,"201201",714513,686805,0.38,4.03,701454
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2012,"201202",716322,688407,0.25,4.06,703781
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2012,"201203",718989,690885,0.37,4.07,706123
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2012,"201204",721562,692892,0.36,4.14,708512
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2012,"201205",725021,695459,0.48,4.25,710975
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2012,"201206",725659,697477,0.09,4.04,713324
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2012,"201207",728507,700299,0.39,4.03,715674
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2012,"201208",729956,702045,0.2,3.98,718000
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2012,"201209",732638,704835,0.37,3.94,720317
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2012,"201210",736421,708387,0.52,3.96,722653
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2012,"201211",737979,710430,0.21,3.88,724949
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2012,"201212",739102,711822,0.15,3.83,727222
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2011,"201101",686805,661652,0.32,3.8,674979
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2011,"201102",688407,662665,0.23,3.88,677124
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2011,"201103",690885,665036,0.36,3.89,679278
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2011,"201104",692892,667923,0.29,3.74,681359
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2011,"201105",695459,670595,0.37,3.71,683431
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2011,"201106",697477,671261,0.29,3.91,685616
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2011,"201107",700299,673249,0.4,4.02,687870
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2011,"201108",702045,675501,0.25,3.93,690082
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2011,"201109",704835,677695,0.4,4,692344
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2011,"201110",708387,681099,0.5,4.01,694618
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2011,"201111",710430,683295,0.29,3.97,696879
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2011,"201112",711822,684624,0.2,3.97,699145
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2010,"201001",661652,654257,0.2,1.13,654179
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2010,"201002",662665,653196,0.15,1.45,654968
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2010,"201003",665036,646578,0.36,2.85,656506
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2010,"201004",667923,647466,0.43,3.16,658211
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2010,"201005",670595,649017,0.4,3.32,660009
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2010,"201006",671261,650801,0.1,3.14,661714
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2010,"201007",673249,652917,0.3,3.11,663408
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2010,"201008",675501,654326,0.33,3.24,665173
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2010,"201009",677695,656455,0.32,3.24,666943
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2010,"201010",681099,658527,0.5,3.43,668824
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2010,"201011",683295,658908,0.32,3.7,670856
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2010,"201012",684624,660300,0.19,3.68,672883
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2009,"200901",654257,635615,0.3,2.93,644395
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2009,"200902",653196,636326,-0.16,2.65,645801
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2009,"200903",646578,638286,-1.01,1.3,646492
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2009,"200904",647466,639660,0.14,1.22,647143
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2009,"200905",649017,641195,0.24,1.22,647795
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2009,"200906",650801,640063,0.27,1.68,648689
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2009,"200907",652917,642172,0.33,1.67,649585
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2009,"200908",654326,643326,0.22,1.71,650501
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2009,"200909",656455,645715,0.33,1.66,651396
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2009,"200910",658527,648917,0.32,1.48,652197
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2009,"200911",658908,650538,0.06,1.29,652895
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2009,"200912",660300,652289,0.21,1.23,653562
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2008,"200801",635615,616386,0.21,3.12,626588
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2008,"200802",636326,618362,0.11,2.91,628085
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2008,"200803",638286,619897,0.31,2.97,629618
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2008,"200804",639660,621624,0.22,2.9,631121
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2008,"200805",641195,623068,0.24,2.91,632631
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2008,"200806",640063,624520,-0.18,2.49,633927
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2008,"200807",642172,623960,0.33,2.92,635444
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2008,"200808",643326,625736,0.18,2.81,636910
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2008,"200809",645715,627567,0.37,2.89,638422
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2008,"200810",648917,631433,0.5,2.77,639879
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2008,"200811",650538,633012,0.25,2.77,641340
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2008,"200812",652289,634266,0.27,2.84,642842
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2007,"200701",616386,597989,0.35,3.08,607956
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2007,"200702",618362,599513,0.32,3.14,609527
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2007,"200703",619897,600716,0.25,3.19,611126
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2007,"200704",621624,602004,0.28,3.26,612761
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2007,"200705",623068,604290,0.23,3.11,614325
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2007,"200706",624520,606123,0.23,3.04,615859
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2007,"200707",623960,607219,-0.09,2.76,617254
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2007,"200708",625736,608413,0.28,2.85,618697
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2007,"200709",627567,609903,0.29,2.9,620169
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2007,"200710",631433,612710,0.62,3.06,621729
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2007,"200711",633012,613962,0.25,3.1,623317
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2007,"200712",634266,614238,0.2,3.26,624986
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2006,"200601",597989,582882,0.26,2.59,591063
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2006,"200602",599513,584045,0.25,2.65,592352
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2006,"200603",600716,585238,0.2,2.64,593642
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2006,"200604",602004,586714,0.21,2.61,594916
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2006,"200605",604290,588275,0.38,2.72,596250
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2006,"200606",606123,589276,0.3,2.86,597654
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2006,"200607",607219,590064,0.18,2.91,599084
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2006,"200608",608413,591116,0.2,2.93,600525
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2006,"200609",609903,592614,0.24,2.92,601966
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2006,"200610",612710,594942,0.46,2.99,603447
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2006,"200611",613962,596016,0.2,3.01,604942
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2006,"200612",614238,596464,0.04,2.98,606423
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2005,"200501",582882,568903,0.31,2.46,575250
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2005,"200502",584045,569284,0.2,2.59,576480
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2005,"200503",585238,570527,0.2,2.58,577706
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2005,"200504",586714,571047,0.25,2.74,579011
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2005,"200505",588275,571888,0.27,2.87,580377
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2005,"200506",589276,573334,0.17,2.78,581705
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2005,"200507",590064,572634,0.13,3.04,583158
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2005,"200508",591116,574537,0.18,2.89,584539
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2005,"200509",592614,576335,0.25,2.82,585896
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2005,"200510",594942,578895,0.39,2.77,587233
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2005,"200511",596016,580523,0.18,2.67,588524
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2005,"200512",596464,581109,0.08,2.64,589804
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2004,"200401",568903,555364,0.11,2.44,563644
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2004,"200402",569284,556653,0.07,2.27,564696
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2004,"200403",570527,557744,0.22,2.29,565761
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2004,"200404",571047,558721,0.09,2.21,566789
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2004,"200405",571888,560319,0.15,2.06,567753
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2004,"200406",573334,561713,0.25,2.07,568721
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2004,"200407",572634,563264,-0.12,1.66,569502
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2004,"200408",574537,564498,0.33,1.78,570339
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2004,"200409",576335,566395,0.31,1.75,571167
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2004,"200410",578895,568280,0.44,1.87,572051
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2004,"200411",580523,568969,0.28,2.03,573014
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2004,"200412",581109,568264,0.1,2.26,574085
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2003,"200301",555364,537141,0.37,3.39,546723
"Religionszugehörigkeit","sonstige/ ohne/ ohne Angabe",2003,"200302",556653,538784,0.23,3.32,548212
